,tokens,ner_tags,langs,spans
97,"[""'"", ""''"", ""''Халыкара"", 'Чарльз', 'Дарвин', 'көне', ""''"", ""'"", ""''"", '(', ')', '.']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Чарльз Дарвин']
98,"['Габдулла', 'Тукай', 'иҗаты', 'белән', 'һәрдаим', 'кызыксына', '.']","[1, 2, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Габдулла Тукай']
99,"['ЮНӘЛТҮ', 'Анжи', '(', 'футбол', 'клубы', ',', 'Махачкала', ')']","[0, 3, 4, 4, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['ORG: Анжи ( футбол клубы , Махачкала )']"
100,"['ЮНӘЛТҮ', 'Babilneñ', 'elenä', 'torğan', 'baqçaları']","[0, 3, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Babilneñ elenä torğan baqçaları']
101,"['Чырдин', 'районы', ',', 'Коми', 'Республикасы']","[5, 6, 0, 5, 6]","['tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Чырдин районы', 'LOC: Коми Республикасы']"
102,"['Казан', 'дәүләт', 'консерваториясе']","[3, 4, 4]","['tt', 'tt', 'tt']",['ORG: Казан дәүләт консерваториясе']
103,"[""''Мәгъри"", ""''"", '—', '«Бәхетсез', 'егет»', 'Г.', 'Камал']","[0, 0, 0, 0, 0, 1, 2]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Г. Камал']
104,"['Стэнли', 'Болдуин', ""''"", '(', 'беренче', 'тапкыр', ')', ""''""]","[1, 2, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Стэнли Болдуин']
105,"['Бу', 'йортка', 'Габдулла', 'Тукай', 'да', 'бик', 'еш', 'килә', '.']","[0, 0, 1, 2, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Габдулла Тукай']
106,"['ЮНӘЛТҮ', 'Башкорт', 'дәүләт', 'университеты']","[0, 3, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Башкорт дәүләт университеты']
107,"['ЮНӘЛТҮ', 'Bayqoñğır', 'ğäläm', 'alanı']","[0, 3, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Bayqoñğır ğäläm alanı']
108,"['Биредә', 'һава', 'торышы', 'бик', 'үзгәрүчән', ',', 'моның', 'төп', 'сәбәбе', 'булып', 'Урал', 'таулары', 'тора', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Урал таулары']
109,"[""'"", ""''"", 'Вихарево', ""''"", ""'"", '(', ')', '—', 'Киров', 'өлкәсенең', 'Көлмез', 'районында', 'урнашкан', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Киров өлкәсенең', 'LOC: Көлмез районында']"
110,"['22x20px]]', 'Спартак', '(', 'футбол', 'клубы', ',', 'Мәскәү', ')']","[0, 3, 4, 4, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['ORG: Спартак ( футбол клубы , Мәскәү )']"
111,"['ЮНӘЛТҮ', 'Hoñ', 'Koñ', 'fond', 'birjası']","[0, 3, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Hoñ Koñ fond birjası']
112,"['|align=', ""''"", 'center', ""''"", 'Бенджамин', 'Франклин']","[0, 0, 0, 0, 1, 2]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Бенджамин Франклин']
113,"['Гавриил', 'Державин', ',', 'шагыйрь', '.']","[1, 2, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['PER: Гавриил Державин']
114,"['Крайның', '99,8', '%', 'өлеше', 'Аурупада', ',', '0,2', '%', 'өлеше', '—', 'Азияда', 'урнаша', '.']","[0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Аурупада', 'LOC: Азияда']"
115,"['ЮНӘЛТҮ', 'Ак', 'Барс', '(', 'хоккей', 'клубы', ',', 'Казан', ')']","[0, 3, 4, 4, 4, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['ORG: Ак Барс ( хоккей клубы , Казан )']"
116,"[""'"", ""''"", 'Пыхэм-Ягун', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
117,"['Павел', 'I', 'хөрмәтенә', 'аталган', '.']","[1, 2, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['PER: Павел I']
118,"['Биредә', 'һава', 'торышы', 'бик', 'үзгәрүчән', ',', 'моның', 'төп', 'сәбәбе', 'булып', 'Урал', 'таулары', 'тора', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Урал таулары']
119,"['Dinastiä', 'tarixı', 'Axämen', 'idäräsennän', 'başlana', '.']","[0, 0, 1, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Axämen']
120,"['ЮНӘЛТҮ', 'Эшче-крестьян', 'Кызыл', 'Гаскәре']","[0, 3, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Эшче-крестьян Кызыл Гаскәре']
121,"['The', 'Wall', 'Street', 'Journal']","[3, 4, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: The Wall Street Journal']
122,"['ЮНӘЛТҮ', '24-нче', 'армия', '(', 'ССРБ', ')']","[0, 3, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: 24-нче армия ( ССРБ )']
123,"[""''Квашня"", ""''"", '-', '«Тормыш', 'төбендә»', 'Максим', 'Горький']","[0, 0, 0, 0, 0, 1, 2]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Максим Горький']
124,"['Берничә', 'тапкыр', 'Алтын', 'Урда', 'башкаласына', 'барган', '.']","[0, 0, 3, 4, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Алтын Урда']
125,"[""'"", ""''"", 'Сарсаз', ""''"", ""'"", '—', 'Башкортстанның', 'Борай', 'районында', 'урнашкан', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 5, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Башкортстанның', 'LOC: Борай районында']"
126,"['Хорхе', 'Луис', 'Борхес']","[1, 2, 2]","['tt', 'tt', 'tt']",['PER: Хорхе Луис Борхес']
127,"['Киров', 'өлкәсе', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Киров өлкәсе']
128,"['ЮНӘЛТҮ', 'İzge', 'Petr', 'Bazilikası']","[0, 3, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: İzge Petr Bazilikası']
129,"['Коми', 'Республикасы', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Коми Республикасы']
130,"['Бардин', '–', '«Дошманнар»', '(', 'Максим', 'Горький', ')', ';']","[0, 0, 0, 0, 1, 2, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Максим Горький']
131,"['ЮНӘЛТҮ', 'AQŞ', 'Demokratik', 'firqäse']","[0, 3, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: AQŞ Demokratik firqäse']
132,"[""'"", ""''"", 'Добрянка', ""''"", ""'""]","[0, 0, 5, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Добрянка']
133,"['(', ""'"", ""''"", 'Г.', 'Тукай', '.']","[0, 0, 0, 1, 2, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Г. Тукай']
134,"['Биредә', 'һава', 'торышы', 'бик', 'үзгәрүчән', ',', 'моның', 'төп', 'сәбәбе', 'булып', 'Урал', 'таулары', 'тора', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Урал таулары']
135,"['Киев', 'аерым', 'хәрби', 'округының', ""''"", '(', 'ком', '.']","[3, 4, 4, 4, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Киев аерым хәрби округының']
136,"[""'"", ""''"", 'Шапково', ""''"", ""'"", '(', ')', '—', 'Киров', 'өлкәсенең', 'Даровской', 'районында', 'урнашкан', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Киров өлкәсенең', 'LOC: Даровской районында']"
137,"['/', '/', 'Кызыл', 'таң', '.']","[0, 0, 3, 4, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Кызыл таң']
138,"['The', 'Economics', 'of', 'High-end', 'Prostitutes', ',', 'Intelligent', 'Life', ',', '(', 'The', 'Economist', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: The Economist']
139,"['ЮНӘЛТҮ', 'Советлар', 'Берлеге', 'коммунистик', 'фиркасе']","[0, 3, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Советлар Берлеге коммунистик фиркасе']
140,"['Владимир', 'Ивашко', '(', 'в', '.']","[1, 2, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['PER: Владимир Ивашко']
141,"['Аларны', 'хәзер', 'Галилей', 'иярченнәре', 'дип', 'атыйлар', '.']","[0, 0, 3, 4, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Галилей иярченнәре']
142,"['ЮНӘЛТҮ', 'Lugansk', 'Xalıq', 'Cömhüriäte']","[0, 3, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Lugansk Xalıq Cömhüriäte']
143,"['Яз', 'озак', 'бара', ',', 'салкынча', 'һәм', 'температура', 'тирбәлеше', 'күзәтелә', '.']","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Яз']
144,"['Петре', 'Думитреску', ')', ""''"", 'һәм', '4-нче', ""''"", '(', 'ком', '.']","[0, 0, 0, 0, 0, 3, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: 4-нче']
145,"['Калинин', 'фронты', '(', 'Иван', 'Степан', 'улы', 'Конев', ')', '.']","[5, 6, 0, 1, 2, 2, 2, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Калинин фронты', 'PER: Иван Степан улы Конев']"
146,"[""'"", ""''"", 'Корама', ""''"", ""'"", '—', 'Башкортстанның', 'Учалы', 'районында', 'урнашкан', 'авыл', '.']","[0, 0, 0, 0, 0, 0, 5, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Башкортстанның', 'LOC: Учалы районында']"
147,"[""'"", ""''"", 'Нанг-Саем-Еган', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
148,"['Көнбатыш', 'фронт', '(', 'Георгий', 'Жуков', ')', '.']","[3, 4, 0, 1, 2, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['ORG: Көнбатыш фронт', 'PER: Георгий Жуков']"
149,"['Киров', 'өлкәсе', ',', 'Түбән', 'Новгород', 'өлкәсе', ',', 'Мари', 'Ил', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 6, 0, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Киров өлкәсе', 'LOC: Түбән Новгород өлкәсе', 'LOC: Мари Ил']"
150,"['Алтай', 'Республикасы', ',', 'Алтай', 'крае', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Алтай Республикасы', 'LOC: Алтай крае']"
151,"['Һитроу', 'Халыкара', 'һава', 'аланы']","[3, 4, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Һитроу Халыкара һава аланы']
152,"['«Динамо-Казан»', 'хатын-кызлар', 'волейбол', 'клубы']","[3, 4, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: «Динамо-Казан» хатын-кызлар волейбол клубы']
153,"['ЮНӘЛТҮ', 'Wels', 'şahzadäse', 'Çarlz']","[0, 1, 2, 2]","['tt', 'tt', 'tt', 'tt']",['PER: Wels şahzadäse Çarlz']
154,"[""'"", ""''"", 'Келем-Еган', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
155,"['Татнефть', 'компаниясе', 'тарафыннан', 'эшкәртелә', '.']","[3, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Татнефть']
156,"['Идел', 'буе', 'Алманнары', 'Автономияле', 'Совет', 'Социалистик', 'Республикасы']","[3, 4, 4, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Идел буе Алманнары Автономияле Совет Социалистик Республикасы']
157,"['Пермь', 'крае', ',', 'Киров', 'өлкәсе', ',', 'Удмуртия', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 0, 5, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Пермь крае', 'LOC: Киров өлкәсе', 'LOC: Удмуртия']"
158,"['ЮНӘЛТҮ', 'Белинский', '(', 'шәһәр', ')']","[0, 5, 6, 6, 6]","['tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Белинский ( шәһәр )']
159,"['Гарәп', 'теленнән', 'кергән', '«Гаян»', '(', '«', ""''"", 'ап-ачык', ""''"", '»', ',', '«', ""''"", 'билгеле', ""''"", '»', ')', 'сүзеннән', 'ясалган', '.']","[3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Гарәп теленнән']
160,"[""'"", ""''"", 'Зверинец', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
161,"['ЮНӘЛТҮ', 'Xristian-demokratik', 'berlek', '(', 'Almaniä', ')']","[0, 3, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Xristian-demokratik berlek ( Almaniä )']
162,"['Русия', 'Федерациясе', 'Президенты']","[3, 4, 4]","['tt', 'tt', 'tt']",['ORG: Русия Федерациясе Президенты']
163,"['Архангельск', 'өлкәсе', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Архангельск өлкәсе']
164,"['ЮНӘЛТҮ', 'Казан', '(', 'Идел', 'буе', ')', 'федераль', 'университеты']","[0, 3, 4, 4, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Казан ( Идел буе ) федераль университеты']
165,"['Б.Н.Ельцинның', 'колхозларны', 'тарату', 'турындагы', 'Указы', 'чыкканчы', ',', 'бу', 'шифаханәдә', '7', 'меңнән', 'артык', 'авыру', 'кеше', 'сәламәтлекләрен', 'ныгыта', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Б.Н.Ельцинның']
166,"['513', 'ел', '(', 'б.', 'э.', 'к', '.', ')']","[3, 4, 4, 4, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: 513 ел ( б. э. к . )']
167,"['Советск', '(', 'Калининград', 'өлкәсе', ')']","[3, 4, 4, 4, 4]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Советск ( Калининград өлкәсе )']
168,"[""'"", ""''"", 'Сойга', ""''"", ""'"", '—', 'Русия', 'территориясеннән', 'ага', 'торган', 'елга', '.']","[0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Русия']
169,"['Элекке', 'заманда', 'бу', 'урыннарга', 'Себер', 'ханнары', 'хуҗа', 'булган', '.']","[0, 0, 0, 0, 3, 4, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Себер ханнары']
170,"[""'"", ""''"", 'Мортаза', 'Рәхимов', ""''"", ""'"", '(', '7.02.1934', 'көндә', 'туа', ')']","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Мортаза Рәхимов']
171,"['Алтай', 'крае', ',', 'Алтай', 'Республикасы', 'биләмәләрендә', 'ага', '.']","[5, 6, 0, 5, 6, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Алтай крае', 'LOC: Алтай Республикасы']"
172,"['Тантананы', 'башта', 'Эдди', 'Мерфи', 'алып', 'барачак', 'дип', 'хәбәр', 'ителгән', 'иде', '.']","[0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Эдди Мерфи']
173,"['Нәкъ', 'Маленко', 'кабитетында', 'ул', 'Берия', 'тарафыннан', 'кулга', 'да', 'алына', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Берия']
174,"['**', ""'"", ""''"", 'Радио', 'көне', ""''"", ""'"", ""''"", '(', ')', '.']","[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Радио']
175,"['Көнбатыш', 'фронт', '(', 'Георгий', 'Жуков', ')', '.']","[3, 4, 0, 1, 2, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['ORG: Көнбатыш фронт', 'PER: Георгий Жуков']"
176,"['Төньяк', 'Осетия', 'биләмәләрендә', 'ага', '.']","[3, 4, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt']",['ORG: Төньяк Осетия']
177,"['Eurovision', 'җыр', 'бәйгесе', '2016']","[3, 4, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Eurovision җыр бәйгесе 2016']
178,"['ЮНӘЛТҮ', 'Америкалы', 'әти', '!']","[0, 3, 4, 4]","['tt', 'tt', 'tt', 'tt']",['ORG: Америкалы әти !']
179,"['Биредә', 'һава', 'торышы', 'бик', 'үзгәрүчән', ',', 'моның', 'төп', 'сәбәбе', 'булып', 'Урал', 'таулары', 'тора', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Урал таулары']
180,"['ЮНӘЛТҮ', 'Гней', 'Марций', 'Кориолан']","[0, 1, 2, 2]","['tt', 'tt', 'tt', 'tt']",['PER: Гней Марций Кориолан']
181,"['М.', 'Горький', '«Карт»', '(', ""''Старик"", ""''"", ')']","[1, 2, 0, 0, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: М. Горький']
182,"['Биредә', 'һава', 'торышы', 'бик', 'үзгәрүчән', ',', 'моның', 'төп', 'сәбәбе', 'булып', 'Урал', 'таулары', 'тора', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['LOC: Урал таулары']
183,"['Киров', 'өлкәсе', '(', 'Уржум', 'районы', ',', 'Малмыж', 'районы', ')']","[5, 6, 0, 5, 6, 0, 5, 6, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['LOC: Киров өлкәсе', 'LOC: Уржум районы', 'LOC: Малмыж районы']"
184,"['Әл-Гомәри', '(', '1301-1349', ')', ',', 'галим', ',', 'Мисыр', 'солтаны', 'сәркатибе', '.']","[1, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']","['PER: Әл-Гомәри', 'LOC: Мисыр']"
185,"['Хайваннарны', 'яклау', 'көне', '.']","[3, 4, 4, 0]","['tt', 'tt', 'tt', 'tt']",['ORG: Хайваннарны яклау көне']
186,"[""''Хәбир"", ""''"", '«Сөю', 'гөнаһмы', '?', '»', 'Т.', 'Миңнуллин', '.']","[0, 0, 0, 0, 0, 0, 1, 2, 0]","['tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt', 'tt']",['PER: Т. Миңнуллин']
